name;index;industry;sector;pca_0;pca_1;pca_2
LG Chem, Ltd.;051915;Chemicals;Basic Materials;0.1991268038861751;-0.02039319803910561;-0.13708101345492404
LG Chem, Ltd.;051910;Chemicals;Basic Materials;0.11049820978421399;-0.07091435671061541;-0.29767243597399956
Dongwha Pharm.Co.,Ltd;000020;Drug Manufacturers - Specialty & Generic;Healthcare;0.1784477639935329;-0.013555400499140613;-0.019543636642019704
Huneed Technologies;005870;Communication Equipment;Technology;0.1567710759213261;0.23538125790463219;0.008415825080925624
ShinWon Corporation;009270;Apparel Manufacturing;Consumer Cyclical;0.08019675583693087;0.17253149102811158;0.024445261984491446
Daesang Corporation;001680;Packaged Foods;Consumer Defensive;0.06803749119610691;-0.03231719564358479;0.07486142942311512
Daedong Corporation;000490;Farm & Heavy Construction Machinery;Industrials;0.1840119096841938;-0.0950114035498493;0.08493968403853812
Hotel Shilla Co.,Ltd;008775;Specialty Retail;Consumer Cyclical;0.18559099742300766;0.005090198094816867;0.1534667791635164
Y2 Solution Co., Ltd;011690;Electronic Components;Technology;0.08342583212969085;0.3607228478848423;-0.08284104025805439
LS ELECTRIC Co., Ltd.;010120;Electrical Equipment & Parts;Industrials;0.26405964415847893;-0.18481838994659194;-0.1066950407231928
Monami Co., Ltd.;005360;Specialty Retail;Consumer Cyclical;0.11825282506018642;0.1243010252159639;0.01616428914183931
SNT Holdings Co., Ltd.;036530;Conglomerates;Industrials;0.13780550437701233;-0.05241026730263609;-0.15139880797809374
Shinsung Tongsang Co., Ltd.;005390;Apparel Manufacturing;Consumer Cyclical;0.05162296123135274;0.17232984816919653;-0.010990512186018701
CR Holdings Co., LTD.;000480;Building Materials;Basic Materials;0.28490525015551693;-0.3880397016349268;0.3064977533338557
Taekyung Chemical Co., Ltd.;006890;Utilities - Regulated Gas;Utilities;0.24348706307338452;-0.21930328785577693;0.027956862236078447
Hansol Holdings Co., Ltd.;004150;Paper & Paper Products;Basic Materials;0.15422655177361455;-0.15627488488279895;-0.00764822443789815
Nexen Corporation;005720;Auto Parts;Consumer Cyclical;0.2346793068450317;-0.2399344204300101;0.23159752926877628
DSR Wire Corp;069730;Electrical Equipment & Parts;Industrials;0.1865726500564182;-0.03918508763028891;-0.12450586855475915
Sungchang Enterprise Holdings Limited;000180;Lumber & Wood Production;Basic Materials;0.19037986389250328;0.12602862872489948;-0.1195080292401336
DAE YOUNG Packaging.Co., Ltd.;014160;Packaging & Containers;Consumer Cyclical;0.1714792166300193;0.06643971664776674;0.23376574620472823
Chobi Company Limited;001550;Agricultural Inputs;Basic Materials;0.12072099230880551;0.16778279930947723;0.03984982710262807
DGB Financial Group Co., Ltd.;139130;Banks - Regional;Financial Services;0.2869475824220806;-0.24657351077342704;-0.11236901150605982
CJ Logistics Corporation;000120;Integrated Freight & Logistics;Industrials;0.18749586008331032;-0.02734746973749949;0.11725054788011025
HWASEUNG Industries Co.,Ltd.;006060;Footwear & Accessories;Consumer Cyclical;0.176335560320524;0.39572194767688706;0.015511055761254793
Di Dong Il Corporation;001530;Textile Manufacturing;Consumer Cyclical;0.2988857882279349;-0.3267597864621618;0.3179939430043418
Pyung Hwa Holdings Co., Ltd.;010770;Electrical Equipment & Parts;Industrials;0.20783519135203277;-0.041439150074796455;0.011902654260966533
Daewon Pharmaceutical Co., Ltd.;003220;Drug Manufacturers - Specialty & Generic;Healthcare;0.07121099710164092;0.22802545197248145;0.01410055214260267
Hanon Systems;018880;Auto Parts;Consumer Cyclical;0.18613063501589888;0.006830975862231969;-0.012648106296462458
Cosmo Advanced Materials & Technology Co., Ltd.;005070;Specialty Chemicals;Basic Materials;0.08830928823524165;0.25828310217864636;-0.1994528843520988
SAMSUNG PHARM. Co., LTD.;001360;Drug Manufacturers - Specialty & Generic;Healthcare;0.07769875332624021;0.4284950395313154;-0.012278704189134793
Hanwha Aerospace Co., Ltd.;012450;Aerospace & Defense;Industrials;0.19383533897237903;-0.027285828929287215;-0.1892262571155448
KidariStudio, Inc.;020120;Internet Content & Information;Communication Services;0.007515733886305942;0.2640182409785353;0.050083858606772794
CJ Corporation;001040;Conglomerates;Industrials;0.15352666399558745;-0.023360899156259024;0.11359309832085185
CJ Corporation;001045;Conglomerates;Industrials;0.2306441159945154;-0.1627404296694966;0.18636804040941934
Kyung Nong Corporation;002100;Agricultural Inputs;Basic Materials;0.2814693390290176;-0.372916415015862;0.15568795845894787
SJM Holdings Co.,Ltd.;025530;Auto Parts;Consumer Cyclical;0.2797062458272609;-0.2188630250959921;0.017709282317479924
Wonlim Corporation;005820;Packaging & Containers;Consumer Cyclical;0.10526176056875425;0.1309139948646286;0.04291250200743892
CJ Seafood Corporation;011155;Packaged Foods;Consumer Defensive;0.07598016532513802;0.35908255173014747;-0.019531807281753702
Kolon Global Corporation;003070;Engineering & Construction;Industrials;0.1668671533998236;0.17929044530462865;-0.10137199909363709
Eugene Investment & Securities Co.,Ltd.;001200;Capital Markets;Financial Services;0.20250874610969138;-0.11447267161437387;-0.14643978636683155
Manho Rope & Wire Ltd.;001080;Steel;Basic Materials;0.1728573107433189;-0.13113849214305062;0.09559756247681456
Hyundai Engineering & Construction Co.,Ltd.;000725;Engineering & Construction;Industrials;0.11461041429396235;0.09909351311291756;0.02711737766072717
Seoul City Gas Co., Ltd.;017390;Utilities - Regulated Gas;Utilities;0.1805099404573033;-0.02762399998689813;0.3264099616943785
KleanNara Co., Ltd.;004540;Paper & Paper Products;Basic Materials;0.22147896709339387;0.06183177498443562;0.05613491723943856
Dayou A-Tech Co.,Ltd;002880;Auto Parts;Consumer Cyclical;0.008713703444447218;0.3348324165391434;-0.03520956864959905
Cosmo Chemical Co., Ltd.;005420;Chemicals;Basic Materials;0.10348820950170878;-0.04849090576771534;-0.12279625789697168
Yuhwa Securities co.,ltd.;003460;Capital Markets;Financial Services;0.2558346295721162;-0.29422838947414576;0.44392273264258714
Shinpoong Pharmaceutical Co.,Ltd;019170;Drug Manufacturers - Specialty & Generic;Healthcare;0.20435834717943113;0.05092284694712676;-0.06337033214013679
Korea Export Packaging Industrial Co.,Ltd;002200;Packaging & Containers;Consumer Cyclical;0.2546078534512306;-0.20940981881671836;0.1710349295315368
ORIENT BIO Inc.;002630;Biotechnology;Healthcare;0.08661435272135964;0.33893270296459044;-0.2060954212087146
Namsun Aluminum Co., Ltd.;008350;Aluminum;Basic Materials;0.12433792928601795;0.14345129388626734;-0.07119489421303013
Dongwon Systems Corporation;014820;Packaging & Containers;Consumer Cyclical;0.10589703424219715;0.08343231772924761;-0.055673459347746194
TP Inc.;007980;Apparel Manufacturing;Consumer Cyclical;0.13244767763964826;0.2455258918946117;0.06467932316430941
Hansol Logistics Co., Ltd.;009180;Integrated Freight & Logistics;Industrials;0.032139039438590644;0.021893509101241937;-0.24877930140041746
KISCO Holdings Corp.;001940;Steel;Basic Materials;0.26820279807748615;-0.09878161451014154;0.12534618716318485
Samsung Publishing Co., Ltd;068290;Publishing;Communication Services;0.10180957098781446;0.1963282981335744;-0.05678565233558174
Daewoo Engineering & Construction Co., Ltd.;047040;Engineering & Construction;Industrials;0.2237879512936185;-0.10494162931830955;-0.13937263465420102
Douzone Bizon Co., Ltd.;012510;Software - Application;Technology;-0.049388203674082976;0.25475047008784035;-0.05484776612609093
Hanwha General Insurance Co., Ltd.;000370;Insurance - Property & Casualty;Financial Services;0.24418082578535172;-0.22645697054245456;-0.06904488046191132
Nongshim Co., Ltd.;004370;Packaged Foods;Consumer Defensive;0.20002503197416954;-0.16211307780221323;0.16715268670594136
Kolon Corporation;002020;Conglomerates;Industrials;0.11265408244882225;0.18826010380127087;-0.22362263250163125
Sewoo Global Co., Ltd;013000;Specialty Chemicals;Basic Materials;-0.0010472137163435313;0.48920961805610674;0.07589513195600586
Pulmuone Corporate;017810;Packaged Foods;Consumer Defensive;0.20666239318608348;0.06005009275104897;0.11036621190612539
Ilshinstone.Co.,Ltd.;007110;Building Products & Equipment;Industrials;0.05104468285651881;0.21399741461363517;-0.04008019732775709
Tae Won Mulsan Co., Ltd.;001420;Auto Parts;Consumer Cyclical;0.14172688179227577;0.08654616967732934;-0.09250687879519637
Hanjin Heavy Industries & Construction Holdings Co., Ltd.;003480;Engineering & Construction;Industrials;0.18372645699293566;-0.07303003936063178;-0.20343312491776988
Snt Dynamics Co.,Ltd.;003570;Aerospace & Defense;Industrials;0.14092993219441607;-0.016472852273880012;-0.00732117188534695
Hankook & Company Co., Ltd.;000240;Auto Parts;Consumer Cyclical;0.13541879718957278;-0.14796221892639122;-0.04438458365611348
Heungkuk Fire&Marine Insurance Co., Ltd.;000540;Insurance - Property & Casualty;Financial Services;0.27509973587895475;-0.28590886812554406;0.1507565342885019
Taekyung Bk Co., Ltd;014580;Building Materials;Basic Materials;0.3888758927581727;-0.3411236439711351;0.3567804383112516
Hansae Yes24 Holdings Co., Ltd;016450;Textile Manufacturing;Consumer Cyclical;0.05715279236827081;0.2757497207499734;-0.03353154701972143
Hitejinro Holdings Co., Ltd.;000140;Beverages - Brewers;Consumer Defensive;0.19037596399129464;-0.10354393755437058;0.18007599461766677
ASIA Holdings CO., Ltd.;002030;Building Materials;Basic Materials;0.19577021164467767;-0.08533097929947737;0.2984508439205721
KG Chemical Corporation;001390;Steel;Basic Materials;0.14211697264642542;-0.06315935644681833;-0.005455849770063196
Sunny Electronics Corp.;004770;Electronic Components;Technology;0.04746744540619563;0.3818662959472807;0.06233047907207691
Inscobee., Inc.;006490;Telecom Services;Communication Services;-0.08650597214504813;0.6987496583221886;0.017980457218175153
PaperCorea Inc.;001020;Paper & Paper Products;Basic Materials;0.13865676950243855;0.226447795433293;-0.0994253323862773
Poongsan Holdings Corporation;005810;Copper;Basic Materials;0.25234091747357423;-0.27761506295512095;-0.05499819964649203
Youngone Holdings Co., Ltd.;009970;Apparel Manufacturing;Consumer Cyclical;0.24889441636136633;0.015249414748049778;-0.03456397865561779
Shinsung E&G Co.,Ltd.;011930;Building Products & Equipment;Industrials;0.06792451391864562;0.3427867504409048;-0.14394551071087763
Choil Aluminum Co., Ltd.;018470;Aluminum;Basic Materials;0.12789269210564602;0.13024984336354264;0.10193236792334198
KPX Chemical Co.,Ltd.;025000;Chemicals;Basic Materials;0.2605526581040626;-0.3100973675252936;0.1263948085472231
Hankuk Paper Mfg. Co., Ltd;027970;Paper & Paper Products;Basic Materials;0.10594410644997276;0.26442292145100277;-0.01494809521262866
Kyungbangco.Ltd;000050;Textile Manufacturing;Consumer Cyclical;0.10992752087014651;0.1273775073355207;0.050818228623068444
Galaxia SM, Inc.;011420;Broadcasting;Communication Services;0.027829833822249073;0.301091581105858;-0.12334725249250969
Hanwha Solutions Corporation;009835;Solar;Technology;0.24230327807822127;-0.016437431611893177;-0.07883634639337911
Union Corporation;000910;Building Materials;Basic Materials;0.16413717585338605;-0.09468339296165765;-0.0472432717930115
Samhwa Crown & Closure Co., Ltd;004450;Packaging & Containers;Consumer Cyclical;0.2761839431088332;-0.24447213908162735;0.23407653244442692
NPC Co., Ltd.;004250;Packaging & Containers;Consumer Cyclical;0.16403857163558389;-0.055232480309247683;0.0022404854537552837
Hankook Cosmetics Manufacturing Co., Ltd;003350;Household & Personal Products;Consumer Defensive;0.08033556665328773;0.3573502282943254;-0.013204960305251014
FIRSTEC Co., Ltd;010820;Aerospace & Defense;Industrials;0.05449459118259248;0.10994534461367447;-0.16861980437153345
Maniker.Co.,Ltd;027740;Packaged Foods;Consumer Defensive;0.16998365892677514;0.07046172116234936;0.031987293751649416
LX International Corp.;001120;Conglomerates;Industrials;0.20937945159418536;-0.05543539697006333;-0.1679325332085259
SC Engineering Co., Ltd;023960;Engineering & Construction;Industrials;0.018107041249919187;0.3226503193130653;-0.028448235216684957
NOROO Holdings Co., Ltd.;000320;Specialty Chemicals;Basic Materials;0.16470252333347857;-0.05785501963561593;0.0656221760650667
Korea Industrial Co., Ltd.;002140;Packaged Foods;Consumer Defensive;0.10754371850086236;-0.02537795867563436;0.007104365509315732
Soosan Heavy Industries Co., Ltd.;017550;Farm & Heavy Construction Machinery;Industrials;0.12005901696065946;0.09625969132615561;-0.062487043336444094
Daesung Holdings Co., Ltd.;016710;Utilities - Regulated Gas;Utilities;0.13730967877582412;-0.1589199636301304;0.10377986363512198
SHINSEGAE Inc.;004170;Department Stores;Consumer Cyclical;0.26608324777693804;-0.13999981476087758;0.03701073187921845
Sungmoon Electronics Co., Ltd.;014915;Electronic Components;Technology;0.08047288516115109;0.5566746440740877;-0.019488965393504663
JW Pharmaceutical Corporation;001060;Drug Manufacturers - Specialty & Generic;Healthcare;0.09833879932724915;0.15518941180561777;0.012469642958092225
CAMUS ENGINEERING & CONSTRUCTION Inc.;013700;Engineering & Construction;Industrials;0.12829912308666025;0.12548994396090815;0.11829215494546597
Motonic Corporation;009680;Auto Parts;Consumer Cyclical;0.14749768594526547;-0.11527584357463327;0.10194511480067966
Shinpoong Paper Mfg. Co., Ltd;002870;Packaging & Containers;Consumer Cyclical;0.17072060122639676;0.0393281631801326;0.17284527257046367
Daelim Trading Co., Ltd.;006570;Household & Personal Products;Consumer Defensive;0.27397858263250574;0.041079046314001166;0.16975017781855736
Chin Yang Industry Co., Ltd.;003780;Auto Parts;Consumer Cyclical;0.21729174079576685;-0.15433896888912998;0.08961043357253895
ILJIN Holdings Co.,Ltd.;015860;Electrical Equipment & Parts;Industrials;0.13317545278599452;0.25727631803530293;-0.17902048258318784
Kib plug energy Co., Ltd.;015590;Specialty Industrial Machinery;Industrials;0.12632925753753976;0.1273920989722113;-0.09361594849871133
Chong Kun Dang Holdings Corp.;001630;Drug Manufacturers - Specialty & Generic;Healthcare;0.06325039129850413;0.10918707411608133;-0.07871618522219084
Dong-A Socio Holdings Co., Ltd.;000640;Drug Manufacturers - Specialty & Generic;Healthcare;0.08519355909390147;0.034155916313462376;0.21130199769684102
LG Corp.;003550;Consumer Electronics;Technology;0.25468809343036225;-0.29819026256706077;-0.1771549752481291
Samyang Holdings Corporation;000070;Conglomerates;Industrials;0.19377547773167525;0.06707890627315302;0.022423684577642072
Green Cross Holdings Corporation;005250;Biotechnology;Healthcare;0.0972917078655523;0.0677941389107252;0.16329304104249326
Kumyang Co., Ltd.;001570;Chemicals;Basic Materials;0.11589353666910879;0.3134543911648139;0.08347703045694346
KC Green Holdings Co., Ltd.;009440;Pollution & Treatment Controls;Industrials;0.07171193471684073;0.16235870455953902;-0.09694485320250054
Iljin Display Co., Ltd.;020760;Electronic Components;Technology;0.08583825363426717;0.1313702732650995;-0.147175226859721
KEC Holdings Co., Ltd.;006200;Semiconductors;Technology;0.040873995471450875;0.0744841171831461;0.004931003812376926
SEWON Precision Industry Co., Ltd.;021820;Auto Parts;Consumer Cyclical;0.15078764777852816;-0.14010619150901893;0.10133039928805365
AMOREPACIFIC Group;002790;Household & Personal Products;Consumer Defensive;0.14762694866231418;0.05564057860320773;0.10443417777466471
Fursys Inc.;016800;Furnishings, Fixtures & Appliances;Consumer Cyclical;0.2824587538101673;-0.28700455718215;0.2709446035269074
Daiyang Metal Co., Ltd.;009190;Steel;Basic Materials;0.08118846064258539;0.41183907807818676;-0.05113543541929009
TCC Steel Corp.;002710;Steel;Basic Materials;0.2686134307276222;-0.07121052422850138;0.08625545355891445
LG Corp.;003555;Consumer Electronics;Technology;0.25787327579054053;-0.2310447398753382;0.04400668014400619
E-Starco. Co. Ltd;015020;Real Estate - Development;Real Estate;0.10216109821747815;0.45867870845662806;0.13102450006330832
Dongwon Systems Corporation;014825;Packaging & Containers;Consumer Cyclical;0.05013843831816239;0.3930951859653936;0.3317439085611577
DY Corporation;013570;Auto Parts;Consumer Cyclical;0.07404869479829973;-0.0008477450797351183;-0.23299439911927924
ChinYang Chemical Corporation;051630;Chemicals;Basic Materials;0.16543922962505642;0.07610719241277378;-0.09089279759966595
Korean Airlines Co.,Ltd.;003490;Airlines;Industrials;0.22864407556913935;-0.01228655805828971;-0.132433454649585
BOOKOOK Securities Co., Ltd.;001270;Capital Markets;Financial Services;0.22556273062101673;-0.09203542161814784;0.4286860921677203
Keyang Electric Machinery Co., Ltd.;012205;Tools & Accessories;Industrials;0.11987926327961035;0.14623246831566591;-0.018431832157166067
DB Inc.;012030;Information Technology Services;Technology;0.12233704212031293;0.1567630678302175;0.07495974039855821
Sung Bo Chemicals Co., LTD;003080;Agricultural Inputs;Basic Materials;0.22971049051182324;-0.14492732931094554;0.20314219222411536
Paik Kwang Industrial Co., Ltd.;001340;Specialty Chemicals;Basic Materials;0.12044806872597019;-0.05383572950070439;0.21054869236217869
BYC Co., Ltd.;001460;Apparel Manufacturing;Consumer Cyclical;0.1647579587991591;-0.03626877463206804;0.2109234704172394
Hanchangpaper co., Ltd;009460;Paper & Paper Products;Basic Materials;0.2452713632256076;0.12336280550614478;0.13179669899227975
Ildong Holdings Co., Ltd.;000230;Drug Manufacturers - Specialty & Generic;Healthcare;0.20191516216632754;0.11083666195944294;0.15114620731269499
Sempio Company;007540;Packaged Foods;Consumer Defensive;0.24594143292851922;0.17810633629080233;0.09910922708101061
Pharmicell Co., Ltd.;005690;Biotechnology;Healthcare;0.0669988848796268;0.31954319083868554;-0.10786997028498299
Seoyon Co., Ltd.;007860;Auto Parts;Consumer Cyclical;0.08080298129299418;0.05138238842564061;-0.05434611910291049
ONTIDE Corp.;005320;Apparel Manufacturing;Consumer Cyclical;0.008088168531470319;0.5378372884416929;0.04710866253094817
Hanmi Science Co., Ltd.;008930;Medical Distribution;Healthcare;0.0951311657002466;0.19787700066455996;0.13999305318065308
GeneOne Life Science, Inc.;011000;Biotechnology;Healthcare;0.018112821184001482;0.497782941971159;-0.030949399699362674
Hannong Chemicals Inc.;011500;Chemicals;Basic Materials;0.21029621879400173;-0.17366903780770643;0.05250922865140177
Seoul Food Industrial.Co.,Ltd;004410;Packaged Foods;Consumer Defensive;0.03775576016801879;0.1839091940502888;-0.1269925651508102
Playgram Co., Ltd.;009810;Industrial Distribution;Industrials;0.03975029395462015;0.42285556942733893;-0.012985352028266964
Heungkuk Fire&Marine Insurance Co., Ltd.;000545;Insurance - Property & Casualty;Financial Services;0.10556125534456584;0.2463153833694928;0.017066714517776544
In the F CO.,LTD.;014990;Apparel Manufacturing;Consumer Cyclical;0.07009114520714166;0.4451866572435188;0.10109459953632974
Chunil Express Co., Ltd.;000650;Railroads;Industrials;0.14562106891166726;0.1158454840629862;0.06259485399331165
Jeju Bank;006220;Banks - Regional;Financial Services;0.21759552236512247;-0.05646282671911321;0.2566821439800592
Hanil Iron & Steel Co., Ltd;002220;Steel;Basic Materials;0.1725733376288785;-0.05914233658654408;0.07396797689108629
IS DongSeo Co., Ltd.;010780;Engineering & Construction;Industrials;0.09318968699511765;0.07099895388588365;0.07617612108378982
Namsung Corp.;004270;Consumer Electronics;Technology;0.170362083708815;0.155129286624717;0.13311122512957188
Kolon Global Corporation;003075;Engineering & Construction;Industrials;0.17337100167932662;0.35317753818402986;0.22913959561617822
KleanNara Co., Ltd.;004545;Paper & Paper Products;Basic Materials;0.14049308593911292;0.3740136162339842;0.021652883746111677
Ilyang Pharmaceutical Co.,Ltd;007575;Drug Manufacturers - Specialty & Generic;Healthcare;-0.04660666952237558;0.34117197240729413;-0.03035193600607957
Kolon Corporation;002025;Conglomerates;Industrials;0.0897934891366417;0.02724178272654948;0.3213407234536619
Samyang Tongsang Co., Ltd;002170;Footwear & Accessories;Consumer Cyclical;0.2561295804144016;-0.09424452674665172;0.1694103438324303
Byucksan Corporation;007210;Building Products & Equipment;Industrials;0.0987216864384397;0.24995863252050218;0.04959151765632401
BYC Co., Ltd.;001465;Apparel Manufacturing;Consumer Cyclical;0.10652115050703376;0.11090217294734708;0.24914643127800387
Shinil Electronics Co.,Ltd.;002700;Furnishings, Fixtures & Appliances;Consumer Cyclical;0.05292078826173152;0.3813857723754547;0.04346495493989594
PharmGen Science, Inc.;004720;Drug Manufacturers - General;Healthcare;0.06609326848758185;0.4723021439000016;-0.05078428898635965
Hyundai Corporation;011760;Industrial Distribution;Industrials;0.11310509345700404;0.1268064908131424;-0.23106963228590974
BOHAE BREWERY Co., Ltd.;000890;Beverages - Wineries & Distilleries;Consumer Defensive;0.21225201695869178;0.05040954024826935;0.027039481447565523
Eusu Holdings Co., Ltd.;000700;Marine Shipping;Industrials;0.1270643941847721;0.17810685619478564;-0.09574037336913971
Hanwha Corporation;000885;Conglomerates;Industrials;0.12206134979426986;0.07177457492870568;0.1855460884241779
Rifa Co.,Ltd.;000760;Chemicals;Basic Materials;0.058171734273784914;0.30948765647242016;0.137780141958374
KCTC Co. Ltd;009070;Integrated Freight & Logistics;Industrials;0.09165687725224786;0.11257073150271066;0.0726386767401854
Iljeong Industrial Co.,Ltd;008500;Textile Manufacturing;Consumer Cyclical;0.18693902163000076;-0.1574788325254163;0.2003651453959912
Samyoung Co.,Ltd.;003720;Packaging & Containers;Consumer Cyclical;0.12126610851369601;-0.003958401054304922;0.02765167240746638
KG Mobility Corp.;003620;Auto Manufacturers;Consumer Cyclical;0.22584619886120438;-0.16098403340666176;-0.1877069113919774
BOOKOOK Securities Co., Ltd.;001275;Capital Markets;Financial Services;0.3417111254719688;0.04085172920527591;0.5814484304929504
Taeyoung Engineering & Construction Co.,Ltd.;009415;Engineering & Construction;Industrials;0.20579506472731912;0.09227427520615297;0.20664929595764525
The Century Co., Ltd.;002420;Entertainment;Communication Services;0.17285337147872115;0.33388200955724046;0.24066079491565046
ChinHung International, Inc.;002780;Engineering & Construction;Industrials;0.07848014750588295;0.2911866599401852;-0.17615075454699602
Daewon Cable. Co., Ltd.;006345;Electrical Equipment & Parts;Industrials;0.030542978165762513;0.38969059072939705;-0.047055681568353276
KUMHO Engineering & Construction Co., Ltd.;002990;Engineering & Construction;Industrials;0.1239652114384921;0.2988454688370902;-0.1025164308667754
Vivien Corporation;002070;Apparel Manufacturing;Consumer Cyclical;0.2776091438559325;-0.14750248898189017;0.3097169296778759
Choheung Corporation;002600;Packaged Foods;Consumer Defensive;0.11208640152349308;0.21204016675707008;0.1952663055209717
Aprogen Medicines Inc.;007460;Conglomerates;Industrials;0.04922297859032404;0.24126021270283868;-0.08996304861067952
Histeel Co.,Ltd.;071090;Steel;Basic Materials;0.12236909945822644;0.04403518652984059;-0.1539963698217031
KUMHO Engineering & Construction Co., Ltd.;002995;Engineering & Construction;Industrials;0.11916136247145948;0.46605523695035145;0.029415775877520492
Dongwon Industries Co., Ltd.;006040;Food Distribution;Consumer Defensive;0.16874128353081452;-0.12736162623803987;0.0422753530653807
Automobile & PCB Inc.;015260;Electronic Components;Technology;0.07401560193767548;0.5074901709880157;-0.08670829889413562
GS Global Corp.;001250;Industrial Distribution;Industrials;0.17789993832120132;-0.04268888641069085;-0.0759157431789918
Korean Airlines Co.,Ltd.;003495;Airlines;Industrials;0.16563167519273458;0.05008504937266747;0.09001015926572853
Kyungin Electronics Co., Ltd;009140;Electronic Components;Technology;0.09194033548500835;0.1573742360650199;0.26215110418117876
Shinyoungwacoal,Inc.;005800;Apparel Manufacturing;Consumer Cyclical;0.23640011167670294;0.05497766184203856;0.3524212627354045
Miwon Commercial Co., Ltd.;002840;Chemicals;Basic Materials;0.26667557052255475;0.12610170430693943;0.4454316960317146
CS Holdings Co., Ltd.;000590;Tools & Accessories;Industrials;0.13296702849933473;-0.003400736064744947;-0.03262668516500358
Young Poong Paper Mfg Co.,Ltd.;006740;Paper & Paper Products;Basic Materials;0.1875166948651038;0.03131873433860549;0.12448915317555276
Daesang Corporation;001685;Packaged Foods;Consumer Defensive;0.0894975371089819;0.03168735749689072;0.1369379984417227
KG Dongbu Steel Co.,Ltd.;016380;Steel;Basic Materials;0.27567640978019525;0.25456864343256824;-0.07839324348552601
SK Networks Company Limited;001740;Conglomerates;Industrials;0.15706087272341318;-0.14696581290242774;-0.08707203302864991
Yuyu Pharma, Inc.;000225;Drug Manufacturers - Specialty & Generic;Healthcare;0.11620538113953283;0.09887561748328291;0.04195229000011356
Namsun Aluminum Co., Ltd.;008355;Aluminum;Basic Materials;-0.023925873322929003;0.308812107905426;-0.07890065548024786
Sajodaerim Corporation;003960;Packaged Foods;Consumer Defensive;0.07834679851766602;0.1517056102251613;0.10534016975107435
Ajin Electronic Components Co.,Ltd;009320;Auto Parts;Consumer Cyclical;0.10454606970782077;0.19199774079449386;-0.07679661482477199
Dongbu Corporation;005960;Engineering & Construction;Industrials;0.2260806715154582;0.37931754810690577;-0.033523623554967324
Woongjin Co., Ltd.;016880;Conglomerates;Industrials;0.08583743370577701;0.06322420183079855;-0.1578186732947804
Hitejinro Holdings Co., Ltd.;000145;Beverages - Brewers;Consumer Defensive;0.27442268958906446;-0.05918480479614066;0.19845318126035888
Korea Circuit Co., Ltd.;007815;Electronic Components;Technology;0.07873409665503961;0.2702558873204044;-0.057761242779608306
NCSOFT Corporation;036570;Electronic Gaming & Multimedia;Communication Services;0.06626022518733671;0.07668577109281025;-0.2111183192742605
STX Corporation;011810;Specialty Industrial Machinery;Industrials;0.014196506591555524;0.5163731031588347;-0.14791545040748452
Dongnam Chemical Co., Ltd.;023450;Chemicals;Basic Materials;0.17355938117314484;0.05789170550637465;0.14508114964645877
Sungshin Cement Co., Ltd;004985;Building Materials;Basic Materials;0.08277153236716889;0.3022285893210491;-0.02227657484911194
Kumbi Corporation;008870;Packaging & Containers;Consumer Cyclical;0.16410138715059597;0.13530777130523533;0.16266840324197795
Sam-A Aluminium Company, Limited;006110;Aluminum;Basic Materials;0.09998700564071389;-0.001744776510712226;-0.019604149550663155
Seoul Food Industrial.Co.,Ltd;004415;Packaged Foods;Consumer Defensive;-0.004588676564951544;0.29824182436833335;0.05759154623379287
Yuyu Pharma, Inc.;000227;Drug Manufacturers - Specialty & Generic;Healthcare;0.032089074661951766;0.40579841826411;0.14547628081073
Korea Line Corporation;005880;Marine Shipping;Industrials;0.08658169672689803;0.13417231872451887;-0.10798481276470706
Chonbang Co., Ltd.;000950;Textile Manufacturing;Consumer Cyclical;0.1846874565799379;0.2648565961464724;0.388402678431939
Jayjun Cosmetic Co., Ltd.;025620;Household & Personal Products;Consumer Defensive;0.008982126732116624;0.8333759145542073;0.04278426499942973
Sambu Engineering & Construction Co., Ltd;001470;Engineering & Construction;Industrials;0.2502364658432118;0.49117721602107967;-0.13132739294233237
Yuhan Corporation;000105;Drug Manufacturers - Specialty & Generic;Healthcare;0.14583831030416772;0.3375860306997157;0.5429720333984482
Tongyang Inc.;001525;Building Materials;Basic Materials;0.0799348437368192;0.4864294565951026;-0.08754576216848503
Tongyang Inc.;001520;Building Materials;Basic Materials;0.08921385639274776;0.32220914706853176;-0.11342377490927114
Aprogen Biologics Inc.;003060;Drug Manufacturers - Specialty & Generic;Healthcare;0.029875370116833277;0.6031018649027723;-0.11851909982866202
UANGEL Corporation;072130;Telecom Services;Communication Services;0.09048666817339812;0.08921432534168847;-0.08281018029193793
Tway Holdings Incorporation;004870;Building Materials;Basic Materials;-0.04298794782433529;0.5532004182692002;-0.04157946937606833
Kumkang Kind Co., Ltd.;014285;Steel;Basic Materials;-0.013091427473247264;0.2881434817132632;0.05034310987910668
Taeyang Metal Industrial Co., Ltd.;004105;Auto Parts;Consumer Cyclical;-0.0056690160050891225;0.3352035447754155;0.0249545668907788
Korea Investment Holdings Co., Ltd.;071055;Capital Markets;Financial Services;0.16384394908181543;-0.21065602356400176;0.07484594636710293
Seoul Broadcasting System;034120;Entertainment;Communication Services;0.17022107439439194;-0.15646729944058427;0.040887122145770095
Ascendio Co., Ltd.;012170;Entertainment;Communication Services;-0.095001252018312;0.7778140004262218;-0.01744197356474289
Nongshim Holdings Co.,Ltd.;072710;Packaged Foods;Consumer Defensive;0.19606283451547968;-0.19960992616702858;0.22534523355378255
